Address,Descriprion,age,area,elevator,parking,price,rooms,total_price,type,warehouse
 تهران، تهران، سازمان برنامه جنوبی ," طبقه ملک: 4,
سیستم گرمایشی و سرمایشی: پکیج,
آشپزخانه: هود,
کفپوش: سرامیک,
کابینت: ممبران,
نمای ساختمان: سنگی,
,
باسلام ,
واحد خوش نقشه غرق نور,
طبقه چهارم ,
پارکینگ انباری اسانسور,
پرده خور,
پروانه شمالی ,
وییو دار , ,   ,   ", 6 سال , 107 , دارد , دارد ," 68,224,000 ", 2 ,"7,300,000,000", آپارتمان , دارد 
 تهران، تهران، شهرک راه آهن ," امکانات امنیتی: درب ریموت کنترل، دزد گیر، پله اضطراری، آیفون تصویری، اعلام حریق، اطفاء حریق، مرکز مانیتورینگ، حفاظ، دوربین مداربسته، نگهبانی 24 ساعته، درب ضد سرقت,
سایر امکانات: درب برقی، نورپردازی، خواب مستر، سرویس بهداشتی فرنگی، پارکینگ مهمان، طراحی متناسب با افراد کم توان، دستگاه خودپرداز، برق اضطراری، آبنما، دیوار نقاشی، سرویس بهداشتی ایرانی، لابی من، آنتن مرکزی، برق ۳ فاز، آب اضطراری، اینترنت مرکزی,
طبقه ملک: 19,
امکانات رفاهی و تفریحی: فضای بازی کودکان، فضای سبز، باربیکیو، لابی، آلاچیق، روف گاردن,
امکانات ورزشی: میز پینگ پنگ، سالن بدنسازی، سونا جکوزی مشاع، استخر مشاع، میز بیلیارد,
سیستم گرمایشی و سرمایشی: داکت اسپلیت، پکیج,
کابینت: MDF,
آشپزخانه: هواکش، سینک دوقلو، اپن، هود، گاز رومیزی، جزیره، فول فرنیش، شوتینگ زباله، نورگیر سقفی,
تعداد پارکینگ: ۱,
تعداد طبقات: 21,
نمای ساختمان: کامپوزیت,
مشخصه ملک: برج,
کفپوش: سنگ,
متراژ زمین: 2000,
تعداد واحد در طبقه: 8,
,
    واحد در برج از  سازنده بنام مستقیم بخرید,
,
,
,
قابل تهاتر,
,
سند با خرید هم زمان,
,
دسترسی سریع به تمام نقاط شهر وشمال,
,
مجاورت مراکز خرید وتفریح,
,
نور طبیعی در تمام روز,
,
دیدهمیشگی به......,
,
خوابها تختخواب خور عالی,
,
سالن پذیرایی کامل مربع,
,
پارکینگ مهمان,
,
پارکینگ مهمان,
,
فضایی آرام و دلنشین,
,
,
کارشناس فروش  مستقیم سازنده   سپهر , ,   ,   ", نوساز , 110 , دارد , دارد ," 29,664,000 ", 2 ,"3,263,000,000", آپارتمان , دارد 
 تهران، تهران، سعادت آباد ," آشپزخانه: هود، سینک دوقلو، اپن، گاز رومیزی,
تعداد واحد در طبقه: 1,
وضعیت سکونت: تخلیه,
نوع سند: شخصی,
موقعیت جغرافیایی بنا: جنوبی، شمالی,
تعداد طبقات: 5,
موقعیت جغرافیایی واحد: جنوبی,
سایر امکانات: خواب مستر,
طبقه ملک: 5,
تعداد پارکینگ: ۳,
نمای ساختمان: سنگی، آجری,
کابینت: ممبران,
,
شما که به دنبال لوکیشن خوب هستید ...,
,
تک واحد ,
,
225 متر ,
,
لاکچری خاص,
,
3 طبقه مشاعات ,
,
فول استثنائی,
,
سازنده خوشنام و برند , ,   ,   ", 1 سال , 220 , دارد , دارد ," 168,182,000 ", 3 ,"37,000,000,000", آپارتمان , دارد 
 تهران، تهران، گیشا ," سیستم گرمایشی و سرمایشی: کولر آبی، موتورخانه مرکزی، شوفاژ,
آشپزخانه: گاز رومیزی، سینک دوقلو، اپن، هود,
نمای ساختمان: سنگی,
طبقه ملک: 4,
موقعیت جغرافیایی بنا: شمالی، جنوبی,
کابینت: MDF,
کفپوش: سرامیک,
,
لوکیشن عالی,
فرعی زوج,
خوش نقشه,
نورگیر عالی,
دسترسی آسان به خیابان اصلی , ,   ,   ",Null, 85 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، سعادت آباد ," نمای ساختمان: آجری، سنگی,
سیستم گرمایشی و سرمایشی: پکیج، داکت اسپلیت,
طبقه ملک: 2,
موقعیت جغرافیایی بنا: شمالی، جنوبی,
آشپزخانه: اپن,
کفپوش: سنگ,
امکانات رفاهی و تفریحی: لابی، فضای بازی کودکان,
موقعیت جغرافیایی واحد: شمالی، جنوبی,
تعداد پارکینگ: ۱,
کد فایل: 413,
متراژ زمین: 225,
کابینت: های گلاس,
,
********** اکازیون ************,
--------------------------------,
,
تک واحد دوکله نوساز عالی ,
,
ورودی شما از لابی میباشد .,
,
نور و آفتاب از دو طرف دارید ,
,
ملک دوکله ورودی از دو کوچه دارد ,
,
سند آماده محضر  , ,   ,   ", نوساز , 141 , دارد , دارد ," 114,894,000 ", 3 ,"16,200,000,000", آپارتمان , دارد 
 تهران، تهران، دهکده المپیک ," طبقه ملک: 14,
,
با ما صاحب خانه مورد دلخواه خود شوید,
,
,
فرصتی بی نظیر برای خانه دار شدن  در خوش آب و هوا ترین نقطه منطقه 22 ,
,
                        خرید مستقیم از تعاونی,
,
️واحد 55 متری 1خواب مستر ,
️بدون مشرف در بهترین طبقه برج,
️با امکانات مدرن و استاندارد روز ,
,
محوطه سازی و فضای سبز ,
سالن اجتماعات ، سالن بدنسازی مجزای بانوان و آقایان,
لابی شیک با لابی من 24 ساعته,
مشاعات آبی,
روف گاردن و هلی پد,
هر واحد دارای پارکینگ و انباری و بالکن و فضای سبز جلوی هر واحد و ...,
,
انتقال واحد مورد نظر در دفتر اسناد رسمی و دفتر تعاونی,
 دارای تمام استعلامات قانونی,
,
کارشناس فروش رسمی تعاونی ,
مهندس ایزدیار,
, , ,   ,   ", نوساز , 55 , دارد , دارد ," 31,000,000 ", 1 ,"1,705,000,000", آپارتمان , دارد 
 تهران، تهران، دهکده المپیک ," نوع سند: شخصی,
طبقه ملک: 7,
مشخصه ملک: برج,
,
فروش برج های سوپرلوکس تریتیوم ,
              ,
 ️خرید مستقیم از شخص سازنده️,
,
99متر/ویوباغ/دیدی ماندگار,
آفتاب میهمان همیشگی خانه شماست,
خوش نقشهمهندسی ساز,
15 هزار متر فضای سبز و جاده سلامتی,
امکانات VIP,
سالن اختصاصی جیم/ اجتماعات/ سینما و آمفی تئاتر ,
سالن بدنسازی آقایان و خانم ها,
لابی مبله به ارتفاع 6 متر,
تیم سکیوریتی 24 ساعته,
فیبر نوری و سیستم هوشمند BMS,
,
 ```~آرامش و زندکی لوکس و لاکچری در برج باغ تریتیوم~``` ,
,
 ```تضمین انجام و صحت معامله با ما``` ,
,
کارشناس فروش مستقیم پروژه,
مهندس مقدم,
,
 , ,   ,   ", نوساز , 99 , دارد , دارد ," 60,000,000 ", 2 ,"5,940,000,000", آپارتمان , دارد 
 تهران، تهران، پونک ," آشپزخانه: سینک دوقلو، اپن، هود، گاز رومیزی,
کد فایل: 451,
کابینت: MDF,
نمای ساختمان: سنگی,
طبقه ملک: 1,
,
کد 451,
,
102 متر دوخوابه,
,
پارکینگ انباری آسانسور,
,
  کابینت های گلس کف لمینیت سرویس دکوری طلایی پنجره یوپی وی سی,
بالکن  14 مترکف حیاط خلوت  دسترسی اختصاصی اضافه بر متراژ  قیمت متری 80 , ,   ,   ", 15 سال , 102 , دارد , دارد ," 80,392,000 ", 2 ,"8,200,000,000", آپارتمان , دارد 
 تهران، تهران، حکمت ," طبقه ملک: 1,
,
تاپ لوکیشن حکمت ,
بن بست اختصاصی ,
بسیار دنج,
ویو عالی,
ورودی بسیار شیک,
5طبقه ,
تکواحدی,
طبقه 1,
پارکینگ ,
اسانسور,
انباری ,
تراس,
سرایداری  ,
سالن اجتماعات ,
یک تکه Plan,
بسیار خوش نقشه,
3خواب ,
مسترروم,
غرق در نور جنوب و شمال,
دسترسی عالی ,
ساختمان بسیار ساکت و بی صروصدا ,
بازسازی کامل,
مخصوص خانواده ,
,
مشاور تخصصی نیاوران فرمانیه ,
بهزادی ,
,
نیاوران.مرجان.املاک نگین بوکان ,
22750075 , ,   ,   ",Null, 200 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، سعادت آباد ," نمای ساختمان: سنگی,
وضعیت سکونت: مالک,
سیستم گرمایشی و سرمایشی: شوفاژ، رادیاتور، پکیج,
کفپوش: پارکت,
کد فایل: 506,
طبقه ملک: 2,
موقعیت جغرافیایی بنا: شمالی,
آشپزخانه: اپن، هود,
نوع سند: شخصی,
موقعیت جغرافیایی واحد: شمالی,
تعداد طبقات: 5,
کابینت: MDF,
تعداد پارکینگ: ۱,
تعداد واحد در طبقه: 3,
,
سعادت آباد ,
,
.....................,
,
103 متر میدان کاج ,
,
طبقه دوم ,
,
5تا 3 واحدی ,
,
لوکیشن تاپ سعادت اباد ,
,
بازدید و خرید و پایان جستجو ,
,
 , ,   ,   ", 16 سال , 103 , دارد , دارد ," 97,087,000 ", 2 ,"10,000,000,000", آپارتمان , دارد 
 تهران، تهران، شهرک راه آهن ," طبقه ملک: 19,
,
️پیشنهادما ب شما بهترین خرید شما خواهد بود️,
,
️112متر 2 خواب 1خواب مستر,
️در بهترین جهت جغرافیایی,
️بدون مشرف,
️پلان بی نظیر ,
️متریال درجه یک,
امکانات:,
لابی و لابی من 24ساعته,
استخر سونا جکوزی,
سالن ورزشی برای آقایان و بانوان,
سالن اجتماعات,
روف گاردن و هلی پد,
اتاق بازی کودکان,
️دسترسی عالی به شاه راههای اصلی همت و حکیم,
️نزدیک به مکان های تفریحی,
️نزدیک به مراکز خرید ,
,
 , ,   ,   ", نوساز , 112 , دارد , دارد ," 30,446,000 ", 2 ,"3,410,000,000", آپارتمان , دارد 
 تهران، تهران، نیاوران ," طبقه ملک: 2,
,
,
,
»»»مخصوص افراد حساس در انتخاب نقشه و نور«««,
 ,
از لحاظ لوکیشن و سن بنا و مشخصات مهندسی واحد و قیمت، استثنایی,
نورگیری و نقشه فوق العاده,
دارای نور آفتاب از جنوب,
اطراف ملک مملوّ از فضای سبز و با انرژی,
5 ساله جنوبی,
2 پارکینگ سندی و یک مزاحم مجموعاً 3 پارکینگ,
ورودی از لابی,
مِلک 212 متری 3 خواب,
بسیار کم واحد,
6 طبقه تکواحدی مجموعاً 6 واحد,
طبقه 2,
امکانات کامل 3 پارکینگ آسانسور انباری,
سالن اجتماعات,
سالن پذیرایی دارای نور مستقیم از شمال,
اتاق خواب ها دارای نور مستقیم از جنوب رو به آفتاب ,
سند شخصی بدون ریشه,
,
»»» مهندس جعفری «««,
سرپرست دپارتمان تخصصی امور مِلکی منطقه , ,   ,   ", 4 سال , 212 , دارد , دارد ," 147,600,000 ", 3 ,"31,291,200,000", آپارتمان , دارد 
 تهران، تهران، شهرک راه آهن ," طبقه ملک: 19,
,
پیش فروش فروش اقساطی آپارتمان,
,
⭐ بدون پرداخت کمیسیون خرید خود را انجام دهید ⭐,
,
️ به محض بسته شدن قرار داد در دفتر خانه اسناد رسمی زدن قدرالسهم از عرصه و اعیان بنام خریدار,
,
  ️ با پیش پرداخت  ?? میلیون ,
         با اقساط 48 ماهه,
,
 دهکده المپیک ,
,
برج سوپر لوکس ,
,
⭕کاشانه سازه⭕,
,
فرصتی بی نظیر برای خانه دار شدن و سرمایه‌گزاری در خوش آب و هوا ترین نقطه منطقه 22 ,
,
سازنده برند کشور ,
,
 واحد 110 متری 2 خواب 1خواب مستر,
,
با امکانات مدرن و استاندارد روز ,
,
محوطه سازی و فضای سبز اروپائی ,
سالن اجتماعات ، سالن بدنسازی مجزای بانوان و آقایان,
 لابی شیک با لابی من 24 ساعته,
روف گاردن، هلی پد,
 هایپر مارکت ,
پارکینگ مهمان,
هر واحد دارای پارکینگ و انباری و بالکن و فضای سبز جلوی هر واحد و ...,
,
انتقال واحد مورد نظر در دفتر اسناد رسمی و دفتر تعاونی ,
,
پرداخت سود 15 درصد سالیانه مشارکت,
دارای تمام استعلامات قانونی,
,
(خرید مستقیم از تعاونی),
,
کارشناس فروش رسمی تعاونی:,
مهندس ایزدیار,
, , ,   ,   ", نوساز , 110 , دارد , دارد ," 31,000,000 ", 2 ,"3,410,000,000", آپارتمان , دارد 
 تهران، تهران، بلوار فردوس غرب ," طبقه ملک: 1,
,
        فروش واحد در منطقه 5,
94متر 2 خواب,
فول امکانات,
پارکینگ سندی ,
انباری سندی,
آساسنسور,
بالکن,
__________________________________________,
سالن پرده خور ,
خوش نقشه بدون پرتی,
آشپزخانه شیک و شکیل با استقرار عالی,
مشاعات بی نظیر ,
خواب های بزرگ و دلباز ,
__________________________________________,
هماهنگی جهت بازدید :صادقی,
, , ,   ,   ", 13 سال , 94 , دارد , دارد ," 56,915,000 ", 2 ,"5,350,000,000", آپارتمان , دارد 
 تهران، تهران، شهرک راه آهن ," طبقه ملک: 12,
سایر امکانات: نورپردازی، سرویس بهداشتی ایرانی، طراحی متناسب با افراد کم توان، آنتن مرکزی، پارکینگ مهمان، دستگاه خودپرداز، آبنما، سرویس بهداشتی فرنگی، دیوار نقاشی، برق اضطراری، خواب مستر، برق ۳ فاز، اینترنت مرکزی,
سیستم گرمایشی و سرمایشی: داکت اسپلیت,
امکانات امنیتی: دزد گیر، نگهبانی 24 ساعته، اعلام حریق، درب ریموت کنترل، آیفون تصویری، اطفاء حریق، دوربین مداربسته، مرکز مانیتورینگ، پله اضطراری، درب ضد سرقت,
امکانات رفاهی و تفریحی: آلاچیق، باربیکیو، فضای سبز، لابی، روف گاردن، فضای بازی کودکان,
کابینت: MDF,
تعداد طبقات: 14,
امکانات ورزشی: میز پینگ پنگ، میز بیلیارد,
آشپزخانه: هود، فول فرنیش، هواکش، گاز رومیزی، نورگیر سقفی، جزیره، اپن، سینک دوقلو، شوتینگ زباله,
نمای ساختمان: کامپوزیت,
تعداد واحد در طبقه: 6,
کفپوش: سنگ,
تعداد پارکینگ: ۱,
متراژ زمین: 5000,
,
آغاز فروش محدود واحد 60 متری تک خواب در بهترین منطقه 22,
,
سند با خرید شما,
,
قابل تهاتر,
,
نور کامل واحد,
,
فول امکانات,
,
بدون پرتی ,
,
پارکینگ مهمان,
,
فضای آرام و دلنشین,
,
دسترسی آسان به تمام نقاط شهر و شمال,
,
کارشناس فروش سپهر,
,
 , ,   ,   ", نوساز , 60 , دارد , دارد ," 22,400,000 ", 1 ,"1,344,000,000", آپارتمان , دارد 
 تهران، تهران، فرمانیه ," طبقه ملک: 3,
,
,
,
⬅️دپارتمان املاک آلما ️,
,
اکازیون ,
,
تاپ لوکیشن ,
,
محله آرام و شیک ,
,
مشاعات آبی لاکچری ,
,
لابی من 24 ساعته ,
,
نور عالی ,
,
خوش نقشه ,
,
ویوی دلپذیر ,
,
برای کسب اطلاعات بیشتر تماس حاصل فرمائید ,
,
خرید و فروش فایلهای ارزنده شما بصورت اختصاصی در منطقه 1,
,
تماس 8 الی 24 ,
,
مشاور منطقه 1. اکبری ,
,
 , ,   ,   ", نوساز , 115 , دارد , دارد ," 130,435,000 ", 2 ,"15,000,000,000", آپارتمان , دارد 
 تهران، تهران، تهرانسر ," ماشین به صورت اوراقی به ف وش میرسد بدنه گیربکس موتوری سالم سالم , ,   ,   ",Null, شاسی بلند ,ندارد,ندارد,Null,Null,"330,000,000",Null,ندارد
 تهران، تهران، اباذر ," اپارتمان 115 متر 2 خوابه طبقه سوم ,
خوش نقشه بدون ذره ای پرتی ,
سالن و خوابها پرده خور ,
سالن یه تیکه قابلیت هر چیدمانی ,
پارکینگ و انباری و آسانسور و بالکن بزرگ ,
فول بازسازی شده ,
کابینت هایگلاس ...گاز رومیزی و هود ,
سرایدار مقیم ,
لابی ,
نما و مشاعات عالی ,
تخلیه فوری ,
بازدید = قرارداد,
پاسخگویی 8 ال 24 ,
==================,
املاک کفی دپارتمان بزرگ هاشمی ,
مشاور و راهنمای شما در امور ملکی : ایمانی ,
,
 , ,   ,   ",Null, 115 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، سازمان برنامه شمالی ," طبقه ملک: 3,
,
        فروش واحد در منطقه 5,
120متر 2 خواب,
فول امکانات,
پارکینگ سندی ,
انباری سندی,
آساسنسور,
بالکن,
__________________________________________,
سالن پرده خور ,
خوش نقشه بدون پرتی,
آشپزخانه شیک و شکیل با استقرار عالی,
مشاعات بی نظیر ,
خواب های بزرگ و دلباز ,
__________________________________________,
هماهنگی جهت بازدید :صادقی,
, , ,   ,   ", نوساز , 120 , دارد , دارد ," 84,000,000 ", 2 ,"10,080,000,000", آپارتمان , دارد 
 تهران، تهران، جردن ," نوع سند: شخصی,
کفپوش: سنگ,
آشپزخانه: اپن، گاز رومیزی، سینک دوقلو، جزیره، هود، نورگیر سقفی,
تعداد طبقات: 5,
نمای ساختمان: سنگی,
امکانات رفاهی و تفریحی: لابی، روف گاردن,
طبقه ملک: 3,
سایر امکانات: شیرآلات خارجی، وان جکوزی، درب برقی، خواب مستر، کمد دیواری، لابی من,
امکانات امنیتی: اطفاء حریق، دوربین مداربسته، درب ضد سرقت، نگهبانی 24 ساعته، اعلام حریق,
کابینت: ممبران، صفحه کورین,
تعداد پارکینگ: ۱,
امکانات ورزشی: سالن بدنسازی، میز بیلیارد,
تعداد واحد در طبقه: 2,
وضعیت سکونت: تخلیه,
,
آپارتمان 2 خوابه,
دارای خواب مستر,
لابی مجلل,
,
سیستم ایمنی,
سالن بیلیارد,
روف گاردن زیبا,
تهرانی مشاور املاک,
 , ,   ,   ", 7 سال , 145 , دارد , دارد ," 110,345,000 ", 3 ,"16,000,000,000", آپارتمان , دارد 
 تهران، تهران، هروی ," طبقه ملک: 3,
,
تاپ لوکیشن منطقه,
,
فرعی دنج و آرام منطقه,
,
دارای نور مستقیم آفتاب از جنوب,
,
دو خواب بزرگ و استاندارد,
,
نقشه مربعی شکل و بدون پرتی,
,
2/واحدی,
,
تراس کاربردی و قابل چیدمان,
,
پارکینگ انباری آسانسور,
,
سند آماده انتقال محضر , ,   ,   ", 8 سال , 90 , دارد , دارد ," 77,778,000 ", 2 ,"7,000,000,000", آپارتمان , دارد 
 تهران، تهران، سازمان برنامه شمالی ," طبقه ملک: 1,
,
        فروش واحد در منطقه 5,
84متر 2 خواب,
فول امکانات,
پارکینگ سندی ,
انباری سندی,
آساسنسور,
بالکن,
__________________________________________,
سالن پرده خور ,
خوش نقشه بدون پرتی,
آشپزخانه شیک و شکیل با استقرار عالی,
مشاعات بی نظیر ,
خواب های بزرگ و دلباز ,
__________________________________________,
هماهنگی جهت بازدید :صادقی,
, , ,   ,   ", 20 سال , 84 , دارد , دارد ," 63,095,000 ", 2 ,"5,300,000,000", آپارتمان , دارد 
 تهران، تهران، فرمانیه ," طبقه ملک: 1,
,
,
,
دپارتمان املاک آلما ,
,
اکازیون ,
,
تاپ لوکیشن ,
,
محله آرام و شیک ,
,
تراس,
,
پنجره های قدی و پر نور ,
,
خوش نقشه ,
,
ویوی دلپذیر ,
,
برای کسب اطلاعات بیشتر تماس حاصل فرمائید ,
,
خرید و فروش فایلهای ارزنده شما بصورت اختصاصی در منطقه 1 ,
,
تماس 8 الی 24 ,
,
کارشناس منطقه 1. یکتا ,
,
 , ,   ,   ", نوساز , 82 , دارد , دارد ," 128,049,000 ", 2 ,"10,500,000,000", آپارتمان , دارد 
 تهران، تهران، دزاشیب ," طبقه ملک: 2,
,
,
,
⬅️دپارتمان املاک آلما ️,
,
اکازیون ,
,
تاپ لوکیشن ,
,
محله آرام و شیک ,
,
نور عالی ,
,
خوش نقشه ,
,
ویوی دلپذیر ,
,
برای کسب اطلاعات بیشتر تماس حاصل فرمائید ,
,
خرید و فروش فایلهای ارزنده شما بصورت اختصاصی در منطقه 1,
,
تماس 8 الی 24 ,
,
مشاور منطقه  1  .  اکبری ,
,
 , ,   ,   ", 11 سال , 70 , دارد , دارد ," 131,429,000 ", 2 ,"9,200,000,000", آپارتمان , دارد 
 تهران، تهران، تهرانپارس غربی ," 5 ط شمالی جنوبی دو واحدی ,
ط 4 ,
اسانسور انباری تراس کف سنگ شومینه ,
,
پارکینگ نداره اما فضای جلوی اپارتمان قابلیت پارک بیش ار بیست ماشین وجود داره با امنیت کامل,
واقع در شمال تهرانپارس 35 متری استقلال(بوستان 8 شرقی قدیم),
 , ,   ,   ",Null, 95 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، بلوار فردوس غرب ," موقعیت جغرافیایی بنا: جنوبی,
نوع سند: شخصی,
امکانات امنیتی: اطفاء حریق، دزد گیر، اعلام حریق، دوربین مداربسته، درب ضد سرقت,
کابینت: های گلاس، MDF، ممبران,
سیستم گرمایشی و سرمایشی: شوفاژ، پکیج,
طبقه ملک: 2,
تعداد طبقات: 5,
آشپزخانه: سینک دوقلو، گاز رومیزی، اپن، هود,
وضعیت سکونت: تخلیه,
موقعیت جغرافیایی واحد: جنوبی,
سایر امکانات: شیرآلات خارجی، خواب مستر، کمد دیواری,
تعداد پارکینگ: ۱,
کفپوش: موزاییک,
تعداد واحد در طبقه: 4,
,
قابل توجه لوکس پسندان ,
,
سازه ای زیبا با بهترین متریال,
,
لابی زیبا و مجلل,
,
تلفیقی از معماری مدرن ,
,
نورگیر و چشم انداز بی نظیر,
,
با مشاعاتی طراحی شده,
,
57 متر ,
,
         1 خواب ,
,
فول امکانات ,
,
     پارکینگ و انباری آسانسور,
,
خوش نقشه بدون پرتی ,
,
برای مابقی اطلاعات تماس بگیرید,
,
کارشناس و مشاور تخصصی منطقه 5 نیما خوش بین , ,   ,   ", 14 سال , 57 , دارد , دارد ," 67,544,000 ", 1 ,"3,850,000,000", آپارتمان , دارد 
 تهران، تهران، سازمان برنامه شمالی ," طبقه ملک: 3,
,
        فروش واحد در منطقه 5,
112متر 2 خواب,
فول امکانات,
پارکینگ سندی ,
انباری سندی,
آساسنسور,
بالکن,
__________________________________________,
سالن پرده خور ,
خوش نقشه بدون پرتی,
آشپزخانه شیک و شکیل با استقرار عالی,
مشاعات بی نظیر ,
خواب های بزرگ و دلباز ,
__________________________________________,
هماهنگی جهت بازدید :صادقی,
, , ,   ,   ", نوساز , 112 , دارد , دارد ," 83,929,000 ", 2 ,"9,400,000,000", آپارتمان , دارد 
 تهران، تهران، هروی ," پژو 207i دنده ای مشکی دنده ای مدل 98  , ,   ,   ",Null, هاچ بک ,ندارد,ندارد,Null,Null,"550,000,000",Null,ندارد
 تهران، تهران، بلور سازی ," طبقه ملک: 3,
,
به نام خدا,
,
83متر.    2 خواب,
5طبقه.    3واحدی,
طبقه3,
,
فول امکانات,
پارکینگ سندی غیرمزاحم+پارکینگ مهمان,
آسانسور ایتالیالی,
بالکن  انباری,
,
سالن مربع بدون یک سانت پرتی,
خونه دوکله نورگیر عالی,
,
6ساله,
قیمت:2/620م,
,
لوکیشن:بلورسازی(حاج سیاری),
,
مشاور شما ,
امین موسوی ,
, , ,   ,   ", 5 سال , 83 , دارد , دارد ," 31,566,000 ", 2 ,"2,620,000,000", آپارتمان , دارد 
 تهران، تهران، سازمان برنامه شمالی ," طبقه ملک: 3,
,
        فروش واحد در منطقه 5,
106متر 2 خواب,
فول امکانات,
پارکینگ سندی ,
انباری سندی,
آساسنسور,
بالکن,
__________________________________________,
سالن پرده خور ,
خوش نقشه بدون پرتی,
آشپزخانه شیک و شکیل با استقرار عالی,
مشاعات بی نظیر ,
خواب های بزرگ و دلباز ,
__________________________________________,
هماهنگی جهت بازدید :صادقی,
, , ,   ,   ", نوساز , 106 , دارد , دارد ," 83,962,000 ", 2 ,"8,900,000,000", آپارتمان , دارد 
 تهران، تهران، سعادت آباد ," تعداد پارکینگ: ۱,
تعداد واحد در طبقه: 1,
نوع سند: شخصی,
سایر امکانات: سرویس بهداشتی فرنگی، سرویس بهداشتی ایرانی، خواب مستر، کمد دیواری,
موقعیت جغرافیایی بنا: جنوبی,
آشپزخانه: اپن، هود، سینک تک,
سیستم گرمایشی و سرمایشی: شوفاژ,
وضعیت سکونت: تخلیه,
طبقه ملک: 1,
کابینت: MDF,
نمای ساختمان: سنگی,
تعداد طبقات: 5,
,
یک واحد استثنایی,
,
توضیحات در تماس,
,
مشاور امور ملکی ,
,
شهیاد,
,
,
,
,
املاک و دپارتمان بزرگ مثلث,
 , ,   ,   ",Null, 127 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، فرمانیه ," طبقه ملک: 4,
,
سلام خدمت مشتریان محترم,
ملک فوق واقع در منطقه فرمانیه اندرزگو(شریفی منش),
195متر,
3خواب یک‌خواب مستر,
دارای مشاعات ابی فعال,
روف,
سالن جیم,
سالن اجتماعات,
تراس قابل چیدمان,
منطقه خوب‌,
مبلغ اعلامی 2میلیارد+45,
,
مشاور شما شمس,
با من در تماس باشید تا نسبت به بودجه و یا ملکی که دارید در خدمتتون باشم , ,   ,   ",Null, 195 ,ندارد,ندارد,Null,Null,,Null,ندارد
 تهران، تهران، اختیاریه ," طبقه ملک: 4,
,
110 متر کیکاووس تاپ لوکیشن منطقه ,
بهترین دسترسی محلی ,
2 خواب بزرگ و نورگیر ,
سالن پذیرایی خوش نقشه با نور کامل جنوب ,
ساختمان 2 واحدی ,
خوش قیمت در منطقه ,
رستا ,
, , ,   ,   ", 8 سال , 110 , دارد , دارد ," 100,000,000 ", 2 ,"11,000,000,000", آپارتمان , دارد 
 تهران، تهران، سازمان برنامه جنوبی ," امکانات امنیتی: درب ضد سرقت، دزد گیر، اعلام حریق، دوربین مداربسته، اطفاء حریق,
تعداد طبقات: 5,
نوع سند: شخصی,
وضعیت سکونت: تخلیه,
آشپزخانه: گاز رومیزی، سینک دوقلو، هود، اپن,
کفپوش: موزاییک,
طبقه ملک: 2,
موقعیت جغرافیایی بنا: جنوبی,
کابینت: های گلاس,
موقعیت جغرافیایی واحد: جنوبی,
تعداد پارکینگ: ۱,
سایر امکانات: شیرآلات خارجی، کمد دیواری، خواب مستر,
تعداد واحد در طبقه: 4,
,
              ⭕واحد نقلی و زیبا⭕ ,
,
          ⭕خرید و فروشی مطمعن⭕,
,
56 متر,
,
          1 خواب ,
,
فول امکانات,
,
           پارکینگ و انباری آسانسور,
,
تراس زیبا و قابل چیدمان,
,
               سالن خوش نقشه و قابل چیدمان ,
,
مشاعات بی نظیر,
,
               سالن پرده خور نورگیر عالی ,
,
نورگیر از جنوب,
,
             تاپ لوکیشن,
,
فایل شخصی و بدون مشابه میباشد ,
 , ,   ,   ", 15 سال , 56 , دارد , دارد ," 68,750,000 ", 1 ,"3,850,000,000", آپارتمان , دارد 
 تهران، تهران، کوهک ," طبقه ملک: 16,
,
برج فوق لاکچری حیات,
,
12 طبقه مسکونی,
4 طبقه پارکینگ و انباری,
لابی و لابی من 24 ساعته,
,
واحد 108 دو خواب/ یک خواب مستر / پارکینگ و انباری,
,
,
تحویل 12 تا 18 ماه,
,
نحوه پرداخت 50 درصد نقد و 40 درصد اقساط 25 ماهه,
10 درصد تحویل واحد و سند  ,
,
امکانات برج ,
آسانسور باربری و نفر بری ,
دید عالی ,
واحد غرق نور,
سیستم ایمنی، مدار بسته انباری، پارکینگ اختصاصی مهمان ,
سیستم تهویه مدرن ,
سالن اجتماعات و پذیرایی ,
سالن بدنسازی مجزا ,
مشاعات آبی استخر و سونا و جکوزی,
مهدکودک,
سینما,
کافی شاپ,
,
امکانات دسترسی به ,
اتوبان های (همت، خرازی، حکیم و تهران _کرج ),
کمتر از 5 دقیقه با مترو,
کمتر از 2 دقیقه به مکان های خرید ,
کمتر از 4 دقیقه به دریاچه,
,
لطفا در صورت مشغول بودن خط پیام دهید.,
کارشناس فروش مهندس مقدم,
, , ,   ,   ", نوساز , 108 , دارد , دارد ," 60,000,000 ", 2 ,"6,480,000,000", آپارتمان , دارد 
